,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
2340,COLFAX   LLC,B&M SWEETS PT NICE 25 CT,CIGAR & PAPER,43,1.2,2.49,107.07,51.82,55.49
2341,COLFAX   LLC,D.M. DUTCH B.D. FUSION SA,CIGAR & PAPER,43,1.56,1.99,85.57,21.47,18.38
2342,LITTLETON   LLC,PYRAMID BX RED 100,CIGARETTES,43,8.52,10.29,431.97,17.17,75.98
2343,LITTLETON   LLC,SWISHER SWEET CIG ORIG 5P,CIGAR & PAPER,43,3.49,4.99,214.57,30.1,64.59
2344,LITTLETON   LLC,RED BULL BLUE 12 OZ,BEVERAGE : STANDARD,43,2.07,3.99,171.57,48.1,82.53
2345,LITTLETON   LLC,BUZZBALLZ STRAWBERRY 187 ML UIC 24,LIQUOR,43,2.41,4.99,214.57,51.7,110.94
2346,LITTLETON   LLC,CELSIUS TROPICAL VIBE 12 OZ,BEVERAGE : STANDARD,43,1.52,2.99,128.57,49.14,63.18
2347,Zuni   LLC,STRBK FRAPPUCCINO CARAMEL 13.7 OZ,BEVERAGE : STANDARD,43,2.83,4.39,190.77,35.46,66.94
2348,Zuni   LLC,CHEEZ-IT ORIG. 3/0Z,SALTY SNACKS,43,1.24,2.79,119.97,55.56,66.65
2349,Zuni   LLC,MARLBORO BLEND 27 100 BX,CIGARETTES,43,9.92,11.39,487.56,12.94,63.38
2350,Zuni   LLC,HOT PCKT PHILLY STK&CHSE,FROZEN,43,1.93,3.89,167.27,50.45,84.39
2351,Zuni   LLC,PROPEL STRAWBERRY LEMONADE 20 OZ,BEVERAGE : STANDARD,43,1.35,2.09,89.87,35.61,32.0
2352,Zuni   LLC,B.B. VANILLA SANDWICH 6 OZ,ICE CREAM,43,1.03,2.09,89.87,50.88,45.73
2353,Zuni   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,43,1.74,3.59,154.37,51.53,79.55
2354,Zuni   LLC,MONSTER ENERGY DRINK LO CARB ZERO 16 OZ,BEVERAGE : STANDARD,43,1.74,3.59,154.37,51.53,79.55
2355,Zuni   LLC,CORONA EXTRA BEER 4/6 PK 12 OZ,BEER,43,8.43,12.49,537.07,32.55,174.8
2356,Zuni   LLC,RED BULL SUMMER WATERMELON 8.4 OZ,BEVERAGE : STANDARD,43,1.53,3.29,141.47,53.46,75.63
2357,Zuni   LLC,$500 FRENZY,LOTTERY,43,0.0,10.0,430.0,100.0,430.0
2358,Zuni   LLC,S003 LIGHTER EAGLE GUN TO 15CT,CIGAR & PAPER,43,2.53,8.99,386.57,71.83,277.67
2359,Zuni   LLC,CELSIUS TROPICAL VIBE 12 OZ,BEVERAGE : STANDARD,43,1.52,2.99,128.57,49.14,63.18
2360,BOULDER   LLC,GATORADE ZERO GLACIER CHERRY 28  OZ,BEVERAGE : STANDARD,43,1.99,3.39,148.17,41.3,60.2
2361,BOULDER   LLC,SUGAR BEVERAGE FEE 9.6 OZ,SUGAR FEE  (OPERATIONAL ONLY),43,0.19,0.19,8.17,0.17,0.02
2362,BOULDER   LLC,BEST CHANCE TO BE A MILLIONAIRE,LOTTERY,43,50.0,50.0,2150.0,0.0,0.0
2363,BOULDER   LLC,ROCKSTAR ENERGY 16 OZ,BEVERAGE : STANDARD,43,1.63,3.29,141.47,50.48,71.42
2364,BOULDER   LLC,PROUD SOURCE WATER 25.3 OZ,BEVERAGE : STANDARD,43,1.87,3.29,141.47,43.26,61.21
2365,BOULDER   LLC,CELSIUS RASPBERRY PEACH 12 OZ,BEVERAGE : STANDARD,43,1.52,2.99,128.57,49.14,63.18
2366,Golden LLC,XX CAMEL CRUSH RICH 85 BOX M,CIGARETTES,43,10.27,10.81,462.21,4.99,23.18
2367,Golden LLC,BON APPETIT BANANA NUT MU,BAKERY & PASTRY,43,1.87,3.19,137.17,41.42,56.82
2368,Golden LLC,BIMBO MINI MANTECADAS,BIMBO BAKERY,43,1.43,2.59,111.37,44.79,49.88
2369,Golden LLC,5 HOUR ENERGY-ES APPLE,COUNTER DISPLAY,43,2.16,4.89,210.27,55.83,117.39
2370,Golden LLC,ALKALINE ANTIOXIDANT SMARTWATER	700 ML,BEVERAGE : STANDARD,43,1.45,2.99,128.57,51.55,66.28
2371,Golden LLC,BODY ARMOR ORANGE MANGO 28 OZ,BEVERAGE : STANDARD,43,1.75,3.49,147.67,49.86,74.82
2372,Golden LLC,HOSTESS COFFEE CAKE CINN-,BAKERY & PASTRY,43,1.72,2.99,128.57,42.6,54.77
2373,CEDAR   LLC,MINUTE MAID 100% ORANGE JUICE BOTTLE 12 OZ,BEVERAGE : STANDARD,42,1.54,2.99,125.58,48.54,60.95
2374,CEDAR   LLC,MT CT CRY,FRITO LAYS,42,4.35,5.89,247.38,26.15,64.68
2375,CEDAR   LLC,DR CRA,FRITO LAYS,42,1.61,2.69,112.98,40.15,45.36
2376,CEDAR   LLC,HERSHEY COOKIES N CREME,CANDY : BARS,42,0.98,2.29,96.18,57.13,54.95
2377,CEDAR   LLC,BON APPETIT FRENCH SWEETI,BAKERY & PASTRY,42,1.87,3.19,133.98,41.3,55.34
2378,CEDAR   LLC,PROPEL ELECTROLYTE GRAPE 20O BTL  20 OZ,BEVERAGE : STANDARD,42,1.35,1.99,83.58,32.37,27.06
2379,CEDAR   LLC,B.B. NEAPOLITAN SANDWICH,ICE CREAM,42,1.03,2.09,87.78,50.88,44.66
2380,CEDAR   LLC,MONSTER IMPORT ENERGY DRINK 18.6 OZ,BEVERAGE : STANDARD,42,2.66,4.59,192.78,42.1,81.17
2381,CEDAR   LLC,FLIP PHONE,CANDY : NOVELTY,42,1.09,2.49,104.58,56.12,58.7
2382,CEDAR   LLC,ROCKSTAR PUNCHED BERRY SANGRIA 16 OZ,BEVERAGE : STANDARD,42,1.63,3.29,138.08,50.48,69.76
2383,CEDAR   LLC,HOSTESS JUMBO ICED HONEY,BAKERY & PASTRY,42,1.72,2.99,125.58,42.59,53.48
2384,WHEAT   LLC,PEPSI WILD CHERRY 20 OZ,BEVERAGE : STANDARD,42,1.61,2.99,125.58,46.14,57.94
2385,WHEAT   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,42,1.38,2.39,99.78,42.29,42.46
2386,WHEAT   LLC,MONSTER REHAB ENERGY 16 OZ,BEVERAGE : STANDARD,42,1.74,3.59,150.78,51.53,77.7
2387,HAWK   LLC,DR SPN,FRITO LAYS,42,1.61,2.69,112.98,40.15,45.36
2388,HAWK   LLC,M & M MILK CHOC KING,CANDY : BARS,42,1.92,3.39,142.38,43.29,61.64
2389,HAWK   LLC,PROPEL ZERO WATERMELON 20 OZ,BEVERAGE : STANDARD,42,1.35,2.49,104.58,45.95,48.06
2390,HAWK   LLC,LIGHTER BIC FASHION LCWT,COUNTER DISPLAY,42,1.14,2.99,125.58,61.88,77.71
2391,HAWK   LLC,KUII COCONUT MILK STRAWBERRY 290 ML,BEVERAGE : STANDARD,42,1.25,3.69,154.98,66.15,102.52
2392,HAWK   LLC,LA BURRITOS HUEVOS RANCHEROS BURRITO 6 OZ,FROZEN,42,2.18,3.99,167.58,45.36,76.02
2393,HAWK   LLC,BUCKED UP BLOOD RAZ 12  16 OZ,BEVERAGE : STANDARD,42,1.88,3.79,159.18,50.53,80.43
2394,HAWK   LLC,BODY ARMOR ORANGE MANGO 28 OZ,BEVERAGE : STANDARD,42,1.75,3.59,148.88,51.25,77.28
2395,HAWK   LLC,MUSCLE MILK PRO SERIES 14 OZ,BEVERAGE : STANDARD,42,2.94,5.39,226.38,45.5,103.01
2396,CHEYENNE   LLC,MG WHOLE 14 OZ ESL,REFRIGERATED,42,1.42,2.99,115.18,52.51,65.94
2397,CHEYENNE   LLC,SWISHER SWEET CIGARILLO GRAPE,CIGAR & PAPER,42,1.31,1.99,83.58,34.19,28.58
2398,CHEYENNE   LLC,MARLBORO SMOOTH BOX,CIGARETTES,42,8.63,9.87,410.06,12.55,52.04
2399,CHEYENNE   LLC,POP TARTS S.S. FRSTD STRA,SWEET SNACKS,42,0.86,1.79,75.18,52.05,39.13
2400,CHEYENNE   LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,42,1.26,2.89,115.98,56.4,68.46
2401,CHEYENNE   LLC,FLAVOR ICE GIANT FREEZER,ICE CREAM,42,0.37,0.79,34.18,53.36,17.71
2402,CHEYENNE   LLC,RED BULL SUGARFREE 20 OZ,BEVERAGE : STANDARD,42,3.52,5.99,251.58,41.25,103.78
2403,CHEYENNE   LLC,PIZZA SLICE,HOT FOOD,42,2.4,3.99,167.58,39.85,66.78
2404,CHEYENNE   LLC,NO MAN'S MEAT STICK MILD,JERKY,42,1.01,1.89,79.38,46.58,36.98
2405,CHEYENNE   LLC,ROGUE POUCH SPEARMINT 6MG,POUCH,42,4.12,5.29,222.18,22.19,49.31
2406,CHEYENNE   LLC,VIVANI EXTREME DUBAI CHCOLATE 150 G  5.29 OZ,CANDY : NOVELTY,42,11.0,21.99,914.78,49.98,461.62
2407,CHEYENNE   LLC,SWEETWOOD FATTY SS HONEY,JERKY,42,2.21,4.09,171.78,45.98,78.98
2408,CHEYENNE   LLC,ZONE POUCH DRAGON FRUIT 9,POUCH,42,3.68,4.99,208.68,26.17,54.85
2409,COLFAX   LLC,DASANI WATER ZERO 20 OZ,BEVERAGE : STANDARD,42,1.04,2.19,92.78,52.44,48.23
2410,COLFAX   LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,42,2.09,3.39,142.98,38.24,54.44
2411,COLFAX   LLC,SUPER 7-11-21,LOTTERY,42,2.0,2.0,84.0,0.0,0.0
2412,COLFAX   LLC,DENVER NUGGETS,LOTTERY,42,5.0,5.0,210.0,0.0,0.0
2413,LITTLETON   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,42,8.3,7.79,325.2,-6.53,-21.38
2414,LITTLETON   LLC,A&W CAFFEINE ROOT BEAR 20 OZ,BEVERAGE : STANDARD,42,1.28,2.79,117.18,54.3,63.63
2415,LITTLETON   LLC,5 HOUR ENERGY-ES TROP-BUR,COUNTER DISPLAY,42,2.16,4.89,205.38,55.83,114.66
2416,LITTLETON   LLC,VITAMIN WATER GLACEAU 20 OZ,BEVERAGE : STANDARD,42,1.45,2.79,117.18,47.91,56.14
2417,Zuni   LLC,P-RIDGE GOLDFISH XTRA CHD,SALTY SNACKS,42,1.18,2.69,112.98,56.23,63.53
2418,Zuni   LLC,SWISHER SWEET CIGARILLO GRAPE,CIGAR & PAPER,42,1.31,1.99,83.58,34.19,28.58
2419,Zuni   LLC,MARLBORO MENTHOL 100 BOX,CIGARETTES,42,10.22,12.02,502.21,15.01,75.77
2420,Zuni   LLC,BN HOT S,FRITO LAYS,42,2.0,2.99,125.58,33.11,41.58
2421,Zuni   LLC,BON APPETIT BLUEBERRY CR,BAKERY & PASTRY,42,1.87,3.19,133.98,41.42,55.49
2422,Zuni   LLC,SOUR PUNCH BITES STRAWBER,CANDY : BOX & PEG,42,1.25,2.79,117.18,55.26,64.75
2423,Zuni   LLC,SOUR PUNCH BITES ASST. 5O,CANDY : BOX & PEG,42,1.25,2.79,117.18,55.26,64.75
2424,Zuni   LLC,LUCKY STRIKE GOLD 100 FIL,CIGARETTES,42,8.3,7.79,340.23,-6.53,-21.38
2425,Zuni   LLC,AMERICAN SPIRIT MEN 85 BO,CIGARETTES,42,11.33,13.18,548.73,14.04,77.7
2426,Zuni   LLC,COCA COLA CHERRY ZERO 20 OZ,BEVERAGE : STANDARD,42,1.58,2.99,125.58,47.05,59.08
2427,Zuni   LLC,SPRITE LYMND 20 OZ,BEVERAGE : STANDARD,42,1.58,2.99,125.58,47.05,59.08
2428,Zuni   LLC,SOUR PATCH WATERMELON 8OZ,CANDY : BOX & PEG,42,2.07,4.69,196.98,55.93,110.18
2429,Zuni   LLC,B.B. MISSISSIPPI MUD SAND,ICE CREAM,42,1.03,2.09,87.78,50.88,44.66
2430,Zuni   LLC,COORS BANQUET BEER 2/12 PK 12 OZ,BEER,42,11.15,15.99,671.58,30.27,203.28
2431,Zuni   LLC,DR PEPPER STRAWBERRIES CREAM 20 OZ,BEVERAGE : STANDARD,42,1.61,2.99,125.58,46.14,57.94
2432,Zuni   LLC,SCHWEPPES GINGER ALE 20OZ,BEVERAGE : STANDARD,42,1.55,2.99,125.58,48.09,60.4
2433,Zuni   LLC,NAKED MIGHTY MANGO 15.2 OZ,BEVERAGE : STANDARD,42,3.16,4.89,205.38,35.46,72.82
2434,Zuni   LLC,SEAGLASS PINOT GRIGIO (SC) 750 ML,LIQUOR,42,11.11,18.99,797.58,41.5,330.96
2435,Zuni   LLC,S002 MATUA SAUVIGNON BLANC MARLBOROUGH NZ  12 750 ML,LIQUOR,42,9.0,14.99,629.58,39.96,251.58
2436,Zuni   LLC,BLUNTLIFE AIR FRESHNER,COUNTER DISPLAY,42,1.55,3.99,167.58,61.15,102.48
2437,Zuni   LLC,ON NICOTINE POUCHES 2MG C,POUCH,42,5.3,6.79,282.38,21.97,62.66
2438,Zuni   LLC,S002 NEON UNIVERSAL GAS LIGHTER REFILLBUTANE,CIGAR & PAPER,42,0.5,1.99,83.58,74.9,62.6
2439,Zuni   LLC,ELECTROLYTE BEVERAGE STAWBERRY KIWI 21 OZ,BEVERAGE : STANDARD,42,1.92,3.79,159.18,49.43,78.68
2440,BOULDER   LLC,LIFE WATER 700 ML,BEVERAGE : STANDARD,42,1.61,2.89,121.38,44.2,53.66
2441,BOULDER   LLC,RF CSC,FRITO LAYS,42,1.88,2.69,112.98,30.11,34.02
2442,BOULDER   LLC,MODELO NEGRA 24 OZ,BEER,42,2.65,3.99,167.58,33.48,56.11
2443,BOULDER   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,42,1.74,3.59,150.78,51.53,77.7
2444,BOULDER   LLC,MONSTER ENERGY ULTRA PARADISE ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,42,1.74,3.59,150.78,51.53,77.7
2445,BOULDER   LLC,BAREBELLS BAR COOKIE & CR,PROTEIN BARS,42,2.04,4.29,178.98,52.56,94.71
2446,BOULDER   LLC,CON LEI MARGARITA SUGAR FREE 12 OZ - 12 PK,BEVERAGE : SPECIALITY,42,3.14,6.59,276.78,52.36,144.94
2447,BOULDER   LLC,ON NICOTINE POUCHES 2MG M,POUCH,42,5.3,6.79,283.98,21.97,62.66
2448,Golden LLC,MDEW CODE RED 20 OZ,BEVERAGE : STANDARD,42,1.61,2.99,125.58,46.14,57.94
2449,Golden LLC,STRBK DOUBLESHOT ENERGY MOCHA 15 OZ,BEVERAGE : STANDARD,42,2.83,4.49,188.58,36.9,69.58
2450,Golden LLC,SLIM JIM GIANT,JERKY,42,1.13,2.09,87.78,45.77,40.18
2451,Golden LLC,MARLBORO SILVER PACK 100,CIGARETTES,42,9.92,11.39,475.15,12.94,61.91
2452,Golden LLC,M & M PEANUT KING,CANDY : BARS,42,1.92,3.29,138.18,41.57,57.44
2453,Golden LLC,GATORADE GATORLYTE ORANGE 20 OZ,BEVERAGE : STANDARD,42,1.92,3.79,159.18,49.32,78.51
2454,Golden LLC,ZYN MENTHOL 6MG,POUCH,42,6.49,8.99,377.58,28.81,105.17
2455,Golden LLC,MIKES HARDER STRWBERRY 23.5 OZ,BEER,42,2.65,4.59,185.58,42.18,81.31
2456,Golden LLC,VITAMIN WATER ELEVATE RASPBRY LM D 20 OZ,BEVERAGE : STANDARD,42,1.45,2.79,117.18,47.91,56.14
2457,Golden LLC,VITAMINWATER GLACEAU ZERO SUGAR PINEAPPLE PASSIONFRUIT 20 OZ,BEVERAGE : STANDARD,42,1.45,2.79,117.18,47.91,56.14
2458,Golden LLC,BUCKED UP ENERGY SOUR BUCKS 16 OZ,BEVERAGE : STANDARD,42,1.88,3.79,159.18,50.53,80.43
2459,Golden LLC,ROCKSTAR SUGAR FREE 16 OZ,BEVERAGE : STANDARD,42,1.63,3.29,138.18,50.48,69.76
2460,Golden LLC,FOUNTAIN REFILL,FOUNTAIN,42,0.72,1.19,50.03,39.5,19.74
2461,Golden LLC,BODY ARMOR STRAWBERR BANANA 28 OZ,BEVERAGE : STANDARD,42,1.75,3.49,144.18,49.86,73.08
2462,CEDAR   LLC,MANZANTIA SOL APPLE 20 OZ,BEVERAGE : STANDARD,41,1.55,2.99,122.59,48.09,58.96
2463,CEDAR   LLC,BRISK LEMONADE JUICE 1 LTR,BEVERAGE : STANDARD,41,1.12,2.19,89.79,48.86,43.87
2464,CEDAR   LLC,CAMEL CRUSH MEN SILVER BO,CIGARETTES,41,10.27,10.81,441.43,4.99,22.1
2465,CEDAR   LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,41,11.27,12.99,532.59,13.21,70.36
2466,CEDAR   LLC,SLIM JIM MONSTER STICK OR,JERKY,41,2.09,3.89,159.49,46.26,73.78
2467,CEDAR   LLC,MARLBORO 72 SILVER PACK B,CIGARETTES,41,9.92,10.89,441.25,8.94,39.93
2468,CEDAR   LLC,MARLBORO 72 GOLD PACK BOX,CIGARETTES,41,9.92,10.89,441.99,8.94,39.93
2469,CEDAR   LLC,MT HOT MUN,FRITO LAYS,41,2.93,3.99,163.59,26.57,43.46
2470,CEDAR   LLC,MT RF QU,FRITO LAYS,41,4.41,5.99,245.59,26.38,64.78
2471,CEDAR   LLC,REESES PB&J GRAPE BIG CUP,CANDY : BARS,41,1.66,3.29,134.89,49.63,66.95
2472,CEDAR   LLC,GATORADE WATER 1 LTR,BEVERAGE : STANDARD,41,1.58,3.99,163.59,60.32,98.67
2473,CEDAR   LLC,GATORADE GREEN APPLE 28 OZ,BEVERAGE : STANDARD,41,1.99,3.39,140.59,41.3,57.4
2474,CEDAR   LLC,GATORADE LIME CUCMBR 20 OZ,BEVERAGE : STANDARD,41,1.46,2.99,108.59,51.09,62.63
2475,CEDAR   LLC,RED BULL WILD BERRIES 8.4 OZ,BEVERAGE : STANDARD,41,1.66,3.29,134.89,49.66,66.99
2476,CEDAR   LLC,TOXIC WASTE SLIME LICKER,CANDY : NOVELTY,41,1.46,3.29,134.89,55.75,75.2
2477,CEDAR   LLC,HOSTESS TWINKIES 2PK,BAKERY & PASTRY,41,1.72,2.99,122.59,42.59,52.21
2478,CEDAR   LLC,HOSTESS JUMBO GLZ HONEY B,BAKERY & PASTRY,41,1.72,2.99,122.59,42.59,52.21
2479,WHEAT   LLC,PYRAMID BX RED KS,CIGARETTES,41,8.52,10.29,413.19,17.17,72.45
2480,WHEAT   LLC,MONSTER ENERGY DRINK LO CARB ZERO 16oz,BEVERAGE : STANDARD,41,1.74,3.59,147.19,51.53,75.85
2481,WHEAT   LLC,DUTCH MASTER BERRY FUSION,CIGAR & PAPER,41,1.39,1.99,81.59,30.37,24.78
2482,WHEAT   LLC,BAR TAKIS FUEGO,BIMBO BAKERY,41,1.6,2.99,122.59,46.49,56.99
2483,WHEAT   LLC,CELSIUS GRAPE RUSH 12 OZ,BEVERAGE : STANDARD,41,1.52,2.99,122.59,49.14,60.24
2484,HAWK   LLC,YACHAK ORGANIC YERBA 16 OZ,BEVERAGE : STANDARD,41,2.0,3.89,159.49,48.59,77.49
2485,HAWK   LLC,TOPO CHICO MINERAL WATER TWIST OF LIME 12O BTL 12 OZ,BEVERAGE : STANDARD,41,1.35,3.19,123.99,57.68,75.44
2486,HAWK   LLC,FR REG,FRITO LAYS,41,4.35,5.89,241.49,26.15,63.14
2487,HAWK   LLC,MT CT CRY,FRITO LAYS,41,4.35,5.89,241.49,26.15,63.14
2488,HAWK   LLC,REESES PEANUT BUTTER,CANDY : BARS,41,0.97,2.29,96.29,57.57,54.05
2489,HAWK   LLC,PIZZA COMBINATION 10.7OZ,FROZEN,41,2.45,4.79,196.39,48.85,95.94
2490,HAWK   LLC,GATORADE ZERO BERRY 28 OZ,BEVERAGE : STANDARD,41,1.99,3.49,142.09,42.98,61.5
2491,HAWK   LLC,GATORADE FIERCE STRAWBERRY 28 OZ,BEVERAGE : STANDARD,41,1.99,3.49,141.89,42.98,61.5
2492,HAWK   LLC,JUMEX GUAVA 16 OZ,BEVERAGE : STANDARD,41,1.37,2.69,110.29,48.92,53.95
2493,HAWK   LLC,BRAT SAUSAGE SMOKED 14OZ,FROZEN,41,3.66,7.19,294.79,49.1,144.73
2494,HAWK   LLC,GOLD PEAK UNSWEETENED 18.5 OZ,BEVERAGE : STANDARD,41,1.54,3.09,126.69,50.22,63.62
2495,HAWK   LLC,YUP COCA COLA MILK CHOCKLATE ZERO 14 oz,BEVERAGE : STANDARD,41,1.74,2.79,114.39,37.66,43.09
2496,HAWK   LLC,NO MAN'S MEAT STICK MILD,JERKY,41,1.01,1.99,81.59,49.27,40.2
2497,HAWK   LLC,NO MAN'S MEAT STICK HOT 1,JERKY,41,1.01,1.99,81.59,49.27,40.2
2498,HAWK   LLC,CON LEI TANGO BERRY 12 OZ - 12 PK,BEVERAGE : SPECIALITY,41,3.14,6.79,278.39,53.77,149.69
2499,CHEYENNE   LLC,MEADOW GOLD 2%  1/2 GAL  1.89 LTR,REFRIGERATED,41,3.3,4.99,196.19,33.87,69.29
2500,CHEYENNE   LLC,NEWPORT NON-MENTHOL BOX,CIGARETTES,41,8.17,9.29,377.44,12.03,45.84
2501,CHEYENNE   LLC,SLIM JIM MONSTER STICK OR,JERKY,41,2.09,3.89,159.49,46.26,73.78
2502,CHEYENNE   LLC,COKE DIET ZERO 1 LTR,BEVERAGE : STANDARD,41,1.77,3.59,147.19,50.7,74.62
2503,CHEYENNE   LLC,FANTA ORANGE SODA 20 OZ,BEVERAGE : STANDARD,41,1.25,2.99,122.59,58.19,71.34
2504,CHEYENNE   LLC,JAVA MONSTER ENERGY DRINK LOCA MOCA 15 OZ,BEVERAGE : STANDARD,41,1.95,3.89,160.49,49.87,79.54
2505,CHEYENNE   LLC,ON NICOTINE POUCHES 8MG M,POUCH,41,3.4,4.39,181.48,22.64,40.75
2506,CHEYENNE   LLC,ZONE POUCH SPEARMINT 6MG,POUCH,41,3.68,4.99,203.99,26.17,53.55
2507,COLFAX   LLC,EAGLE 20S BX MTHL GOLD 10,CIGARETTES,41,7.72,9.39,376.29,17.83,68.63
2508,COLFAX   LLC,B&M JAZZ PT 5FOR4 01559,CIGAR & PAPER,41,6.26,8.99,311.09,30.41,112.09
2509,COLFAX   LLC,S002 $1.99 DUTCH MASTER HONEY FUSION,CIGAR & PAPER,41,1.43,1.99,81.59,27.99,22.84
2510,LITTLETON   LLC,MARLBORO SILVER PACK 100,CIGARETTES,41,9.92,11.39,464.78,12.94,60.43
2511,LITTLETON   LLC,PARLIAMENT WHITE PACK BOX,CIGARETTES,41,11.36,13.09,536.69,13.19,70.81
2512,LITTLETON   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,41,10.85,12.61,513.86,13.96,72.16
2513,LITTLETON   LLC,GATORADE FIERCE GRAPE 28 OZ,BEVERAGE : STANDARD,41,1.99,3.39,142.79,41.3,57.4
2514,LITTLETON   LLC,B.B. BUNNY TRACKS CONE 8 OZ,ICE CREAM,41,2.19,4.39,179.99,50.23,90.41
2515,LITTLETON   LLC,$200 FRENZY,LOTTERY,41,0.0,5.0,205.0,100.0,205.0
2516,Zuni   LLC,NESQUIK STRAWBERRY 14 OZ,BEVERAGE : STANDARD,41,1.58,2.89,118.49,45.33,53.71
2517,Zuni   LLC,TOILET PAPER 1PK MEGA STO,HOME GOODS,41,1.06,2.09,85.69,49.28,42.23
2518,Zuni   LLC,HERSHEY KIT KAT KING,CANDY : BARS,41,1.75,3.29,134.89,46.78,63.11
2519,Zuni   LLC,REESES PEANUT BUTTER,CANDY : BARS,41,0.98,2.29,93.89,57.13,53.64
2520,Zuni   LLC,MOUNDS KING,CANDY : BARS,41,1.75,3.29,134.89,46.83,63.16
2521,Zuni   LLC,POP TARTS S.S. CHOCOLATE,SWEET SNACKS,41,0.86,1.79,73.39,52.05,38.2
2522,Zuni   LLC,MILKY WAY KING,CANDY : BARS,41,1.92,3.29,134.89,41.57,56.07
2523,Zuni   LLC,LIGHTER BIC FAVORITE SERIES LCWT1FS,COUNTER DISPLAY,41,1.58,2.89,118.49,45.36,53.74
2524,Zuni   LLC,MONSTER ZERO SUGAR ULTRA BLUE HAWAIIAN ENERGY DRINK CAN 16 OZ,BEVERAGE : STANDARD,41,1.74,3.59,147.19,51.53,75.85
2525,Zuni   LLC,TRIDENT WHITE SPEARMINT 1,GUMS & MINTS,41,1.13,2.79,102.99,59.42,67.97
2526,Zuni   LLC,7 UP DIET 20 OZ,BEVERAGE : STANDARD,41,1.28,2.79,114.39,54.3,62.12
2527,Zuni   LLC,RED BULL COCONUT 8.4 OZ,BEVERAGE : STANDARD,41,1.53,3.29,134.89,53.46,72.11
2528,Zuni   LLC,ALBANESE 12FLV GUMMI BEAR,CANDY : BOX & PEG,41,1.82,4.09,167.69,55.42,92.93
2529,Zuni   LLC,WHITE CLAW SURGE BLACKBERRY 19.2 OZ,BEER,41,2.65,4.59,182.19,42.18,79.37
2530,Zuni   LLC,PAPER TOWEL 1RL 2PLY WHT,HOME GOODS,41,0.97,1.89,77.49,48.68,37.72
2531,Zuni   LLC,DS038 VOODOO RANGER TROPIC FORCE 19.2 OZ,BEER,41,2.44,4.19,171.79,41.69,71.61
2532,Zuni   LLC,HOSTESS JUMBO GLZ HONEY B,BAKERY & PASTRY,41,1.72,2.99,122.59,42.59,52.21
2533,BOULDER   LLC,MDEW 1 LTR,BEVERAGE : STANDARD,41,2.02,3.59,147.19,43.73,64.37
2534,BOULDER   LLC,LIFE PREMIUM WATER 20 OZ,BEVERAGE : STANDARD,41,1.25,2.69,110.29,53.53,59.04
2535,BOULDER   LLC,$1.89 SWISHER SWEET 2 CIGARILLO,CIGAR & PAPER,41,1.43,1.99,81.59,28.14,22.96
2536,BOULDER   LLC,FY HOT,FRITO LAYS,41,1.88,2.69,110.29,30.11,33.21
2537,BOULDER   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,41,8.3,7.79,317.96,-6.53,-20.87
2538,BOULDER   LLC,GATORADE ZERO GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,41,1.99,3.39,140.59,41.3,57.4
2539,BOULDER   LLC,GATORADE ZERO CL BLU 28 OZ,BEVERAGE : STANDARD,41,1.99,3.39,140.79,41.3,57.4
2540,BOULDER   LLC,GATORADE ORANGE 20 OZ,BEVERAGE : STANDARD,41,0.67,2.99,122.59,77.49,95.0
2541,BOULDER   LLC,TWISTED TEA 1 PK 24 OZ,BEER,41,2.65,4.59,188.19,42.27,79.54
2542,BOULDER   LLC,RED BULL 20 OZ,BEVERAGE : STANDARD,41,3.52,5.99,245.59,41.25,101.31
2543,BOULDER   LLC,RED BULL COCONUT 8.4 OZ,BEVERAGE : STANDARD,41,1.52,3.29,134.89,53.77,72.54
2544,BOULDER   LLC,DS053 MIKES HARDER CHERRY 1 PK 23.5 OZ,BEER,41,2.65,4.59,188.19,42.18,79.37
2545,BOULDER   LLC,CLIF BAR CHOCOLATE CHIP 2,PROTEIN BARS,41,1.41,2.99,122.79,52.81,64.75
2546,BOULDER   LLC,CANN GRAPEFRUIT ROSEMARY 12 OZ,BEVERAGE : SPECIALITY,41,1.97,3.99,163.59,50.66,82.87
2547,BOULDER   LLC,VELO PLUS POUCH MINT 6MG,POUCH,41,6.42,8.65,354.65,25.78,91.43
2548,BOULDER   LLC,BUZZBALLZ CRANBERRY CHILLERS 187 ML,LIQUOR,41,2.41,4.99,204.59,51.7,105.78
2549,BOULDER   LLC,CELSIUS TROPICAL VIBE 12 OZ,BEVERAGE : STANDARD,41,1.52,2.99,122.1,49.14,60.24
